,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,40,Malappuram,193690,141880,P. Ubaidulla,IUML,81072
2,40,Malappuram,193690,141880,K. P. Sumathi,CPIM,45400
3,40,Malappuram,193690,141880,K. N. Badusha Thangal,BJP,7211
4,40,Malappuram,193690,141880,E. C. Ayisha,WPI,3330
5,40,Malappuram,193690,141880,Jaleel Neelambra,SDPI,2444
6,40,Malappuram,193690,141880,Ashraf Pulpatta,PDP,1550
0,40,Malappuram,193690,141880,,NOTA,826
1,40,Malappuram,193690,141880,,Rejected votes,30
2,40,Malappuram,193690,141880,,Votes not retrieved from EVM,0
