,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,62,Kunnamkulam,191232,150932,A. C. Moideen,CPIM,63274
2,62,Kunnamkulam,191232,150932,C. P. John,CMPJ,55492
3,62,Kunnamkulam,191232,150932,K. K. Aneeshkumar,BJP,29325
4,62,Kunnamkulam,191232,150932,Jileef Abdul Khadar,SDPI,1204
5,62,Kunnamkulam,191232,150932,Sulaiman,PDP,710
6,62,Kunnamkulam,191232,150932,P. C. Schariachan,IND,267
0,62,Kunnamkulam,191232,150932,,NOTA,648
1,62,Kunnamkulam,191232,150932,,Rejected votes,7
2,62,Kunnamkulam,191232,150932,,Votes not retrieved from EVM,0
