,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,36,Wandoor,210087,155865,A. P. Anil Kumar,INC,81964
2,36,Wandoor,210087,155865,K. Nishanth,CPIM,58100
3,36,Wandoor,210087,155865,Sunitha Mohandas,BJP,9471
4,36,Wandoor,210087,155865,Krishnan Kuniyil,WPI,3399
5,36,Wandoor,210087,155865,Krishnan Eranhikkal,SDPI,1178
6,36,Wandoor,210087,155865,Velayudhan Venniyur,PDP,920
0,36,Wandoor,210087,155865,,NOTA,808
1,36,Wandoor,210087,155865,,Rejected votes,25
2,36,Wandoor,210087,155865,,Votes not retrieved from EVM,0
