,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,70,Irinjalakkuda,191836,149328,K. U. Arunan,CPIM,59730
2,70,Irinjalakkuda,191836,149328,Thomas Unniyadan,KCM,57019
3,70,Irinjalakkuda,191836,149328,Santhosh Cherakulam,BJP,30420
4,70,Irinjalakkuda,191836,149328,V. C Unnikrishnan,BSP,639
5,70,Irinjalakkuda,191836,149328,Davis Chatheli,IND,345
6,70,Irinjalakkuda,191836,149328,Ayyappan Manaykal,CPIMLR,314
0,70,Irinjalakkuda,191836,149328,,NOTA,857
1,70,Irinjalakkuda,191836,149328,,Rejected votes,7
2,70,Irinjalakkuda,191836,149328,,Votes not retrieved from EVM,0
