,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,65,Wadakkanchery,197438,159779,Anil Akkara,INC,65535
2,65,Wadakkanchery,197438,159779,Mary Thomas,CPIM,65492
3,65,Wadakkanchery,197438,159779,Ullas Babu,BJP,26652
4,65,Wadakkanchery,197438,159779,A. K. Gaddafi,SDPI,477
5,65,Wadakkanchery,197438,159779,P. K. Subramanian,BSP,419
6,65,Wadakkanchery,197438,159779,Anil,IND,237
0,65,Wadakkanchery,197438,159779,,NOTA,968
1,65,Wadakkanchery,197438,159779,,Rejected votes,15
2,65,Wadakkanchery,197438,159779,,Votes not retrieved from EVM,0
