,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,111,Thiruvalla,208586,144560,Mathew T. Thomas,JDS,59660
2,111,Thiruvalla,208586,144560,Joseph M. Puthussery,KCM,51398
3,111,Thiruvalla,208586,144560,Akkeraman Kalidasan Bhattathiripad,BDJS,31439
4,111,Thiruvalla,208586,144560,Saji Kadampanad,BSP,756
5,111,Thiruvalla,208586,144560,Simi M. Jacob,SDPI,444
6,111,Thiruvalla,208586,144560,M. V. Cherian,IND,366
0,111,Thiruvalla,208586,144560,,NOTA,479
1,111,Thiruvalla,208586,144560,,Rejected votes,18
2,111,Thiruvalla,208586,144560,,Votes not retrieved from EVM,0
