,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,56,Palakkad,178358,137836,Shafi Parambil,INC,57559
2,56,Palakkad,178358,137836,Sobha Surendran,BJP,40076
3,56,Palakkad,178358,137836,N. N. Krishnadas,CPIM,38675
4,56,Palakkad,178358,137836,Hari Arumbil,BSP,411
5,56,Palakkad,178358,137836,M. N. Anuvarudheen,IND,364
0,56,Palakkad,178358,137836,,NOTA,719
1,56,Palakkad,178358,137836,,Rejected votes,36
2,56,Palakkad,178358,137836,,Votes not retrieved from EVM,0
