,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,140,Neyyattinkara,178937,134675,K. Ansalan,CPIM,63559
2,140,Neyyattinkara,178937,134675,R. Selvaraj,INC,54016
3,140,Neyyattinkara,178937,134675,Punchakkari Surendran,BJP,15531
4,140,Neyyattinkara,178937,134675,Prabhakaran,BSP,566
5,140,Neyyattinkara,178937,134675,Anilkumar,IND,280
0,140,Neyyattinkara,178937,134675,,NOTA,693
1,140,Neyyattinkara,178937,134675,,Rejected votes,30
2,140,Neyyattinkara,178937,134675,,Votes not retrieved from EVM,0
