,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,6,Payyannur,175319,143469,C. Krishnan,CPIM,83226
2,6,Payyannur,175319,143469,Sajid Mavval,INC,42963
3,6,Payyannur,175319,143469,Aniamma Teacher,BJP,15341
4,6,Payyannur,175319,143469,Vinod Kumar Ramanthali,CPIMLR,870
0,6,Payyannur,175319,143469,,NOTA,1042
1,6,Payyannur,175319,143469,,Rejected votes,40
2,6,Payyannur,175319,143469,,Votes not retrieved from EVM,0
