,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,57,Tarur,164194,129501,A. K. Balan,CPIM,67047
2,57,Tarur,164194,129501,C. Prakash,INC,43979
3,57,Tarur,164194,129501,K. V Divakaran,BJP,15493
4,57,Tarur,164194,129501,K. T. Narayanankutty,BSP,663
0,57,Tarur,164194,129501,,NOTA,1128
1,57,Tarur,164194,129501,,Rejected votes,24
2,57,Tarur,164194,129501,,Votes not retrieved from EVM,1167
