,No.,Constituency,No. of voters,Turn out,Name of the Candidate,Party,Votes
1,15,Mattannur,177722,148702,E. P. Jayarajan,CPIM,84030
2,15,Mattannur,177722,148702,K. P. Prasanth,JDU,40649
3,15,Mattannur,177722,148702,Biju Elakkuzhi,BJP,18620
4,15,Mattannur,177722,148702,Rafeekh Keecheri,SDPI,3188
5,15,Mattannur,177722,148702,Kodippadi Prasanth,IND,770
0,15,Mattannur,177722,148702,,NOTA,1420
1,15,Mattannur,177722,148702,,Rejected votes,42
2,15,Mattannur,177722,148702,,Votes not retrieved from EVM,0
